Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Ross stores inc. (de),ROST,"",34528.0,4281000.0,0.0053,,1724,34528.0,,new,0.0096684,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,124.0,124.66
Tennant co.,TNC,"",53600.0,4280000.0,0.0053,0.0037,1725,16100.0,42.933333,addition,0.2880059,Q1 2019,INDUSTRIALS,13F,06/30/2021,74.141,73.09
Air t inc,AIRT,"",172911.0,4273000.0,0.0053,0.0052,1726,-4100.0,-2.31624,reduction,5.9999938,Q1 2007,TRANSPORTS,13F,06/30/2021,5.66,33.5
M.d.c. holdings inc.,MDC,"",84420.0,4272000.0,0.0053,,1727,84420.0,,new,N/A,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,50.6,51.69
Alpha pro tech ltd,APT,"",495063.0,4243000.0,0.0053,0.0057,1728,28500.0,6.1085,addition,3.7132739,Q1 2011,HEALTH CARE,13F,06/30/2021,2.8117,8.68
Strongbridge biopharma plc,SBBP,"",1427900.0,4241000.0,0.0053,0.0053,1729,-118390.0,-7.65639,reduction,2.1126257,Q1 2018,HEALTH CARE,13F,06/30/2021,2.52,1.94
Equity bancshares inc,EQBK,"",139000.0,4238000.0,0.0053,0.0056,1730,-24000.0,-14.723926,reduction,0.9696799,Q2 2016,FINANCE,13F,06/30/2021,35.3,31.56
Vonage holdings corp,VG,"",293623.0,4231000.0,0.0053,0.0085,1731,-286603.0,-49.395063,reduction,0.1168003,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,10.14,13.44
Volt information sciences inc,VOLT,"",925868.0,4231000.0,0.0053,0.0043,1732,58000.0,6.683044,addition,4.2594935,Q4 2014,INDUSTRIALS,13F,06/30/2021,3.6139,4.86
Vera bradley inc,VRA,"",341000.0,4225000.0,0.0053,0.0068,1733,-197927.0,-36.726124,reduction,1.0032062,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2021,10.69,11.64
Docusign inc,DOCU,"",15100.0,4222000.0,0.0053,0.0871,1734,-330700.0,-95.633314,reduction,0.0077501,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,187.68,295.97
First bancorp inc (me),FNLC,"",143095.0,4214000.0,0.0053,0.0055,1735,-7100.0,-4.727188,reduction,1.3024628,Q3 2012,FINANCE,13F,06/30/2021,23.15,30.2
Wisdomtree india earnings fund,EPI,"",124100.0,4202000.0,0.0052,0.0043,1736,15000.0,13.748854,addition,No Data,Q1 2021,FINANCE,13F,06/30/2021,31.8028,35.46
Newell brands inc,NWL,"",152827.0,4198000.0,0.0052,,1737,152827.0,,new,0.0359313,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,27.47,25.67
Power reit (pittsburg & west virginia railway co.),PW,"",104296.0,4190000.0,0.0052,0.0071,1738,-22300.0,-17.615091,reduction,3.1609322,Q3 2007,REAL ESTATE,13F,06/30/2021,17.02,42.35
Concert pharmaceuticals inc,CNCE,"",993000.0,4190000.0,0.0052,0.0057,1739,69776.0,7.557862,addition,3.0863643,Q4 2015,HEALTH CARE,13F,06/30/2021,10.9884,3.33
Rlx technology inc. ads,RLX,"",479400.0,4185000.0,0.0052,,1740,479400.0,,new,0.0503244,Q2 2021,CONSUMER STAPLES,13F,06/30/2021,8.73,5.02
Nexa resources sa,NEXA,"",476800.0,4182000.0,0.0052,0.0065,1741,-31100.0,-6.123253,reduction,0.3600159,Q3 2018,MATERIALS,13F,06/30/2021,11.32,7.74
Spdr s&p retail etf,XRT,"",43000.0,4181000.0,0.0052,0.0026,1742,19200.0,80.672269,addition,No Data,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,83.9961,95.66
Powerfleet inc,PWFL,"",580400.0,4179000.0,0.0052,0.0049,1743,101400.0,21.169102,addition,N/A,Q4 2019, ,13F,06/30/2021,,
Tetra technologies  inc.,TTI,"",961633.0,4173000.0,0.0052,0.003,1744,-41400.0,-4.127481,reduction,0.7596588,Q4 2020,ENERGY,13F,06/30/2021,0.97,3.16
Compass pathways plc ads,CMPS,"",108900.0,4155000.0,0.0052,,1745,108900.0,,new,0.2727250,Q2 2021,HEALTH CARE,13F,06/30/2021,38.15,30.26
Marin software inc,MRIN,"",387043.0,4153000.0,0.0052,0.001,1746,-47500.0,-10.931024,reduction,3.5290547,Q1 2015,COMMUNICATIONS,13F,06/30/2021,264.61,5.18
Altair engineering inc,ALTR,"",60135.0,4148000.0,0.0052,,1747,60135.0,,new,0.1315547,Q2 2021,INDUSTRIALS,13F,06/30/2021,68.97,72.11
Adamas pharmaceuticals inc,ADMS,"",782812.0,4133000.0,0.0052,0.0049,1748,-29800.0,-3.667187,reduction,1.7239481,Q3 2019,HEALTH CARE,13F,06/30/2021,3.3,4.5
Lightinthebox holding co. ltd adr,LITB,"",2084159.0,4127000.0,0.0052,0.0064,1749,197535.0,10.47029,addition,1.8596196,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2021,2.0977,1.33
Atotech bv,ATC,"",161658.0,4127000.0,0.0052,,1750,161658.0,,new,0.6180769,Q2 2021,MATERIALS,13F,06/30/2021,25.53,23.4
Mgm resorts international  inc.,MGM,"",96540.0,4117000.0,0.0051,0.0021,1751,53100.0,122.237569,addition,0.0196805,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,40.5531,40.41
Gray television inc,GTN,"",175850.0,4115000.0,0.0051,0.0162,1752,-532313.0,-75.168146,reduction,0.1984035,Q4 2020,COMMUNICATIONS,13F,06/30/2021,18.07,22.09
Plymouth industrial reit inc,PLYM,"",205412.0,4112000.0,0.0051,0.0051,1753,-37858.0,-15.562133,reduction,0.6985658,Q3 2018,REAL ESTATE,13F,06/30/2021,16.44,22.59
Invesco natl amt-free muni bd etfo,PZA,"",150781.0,4110000.0,0.0051,,1754,150781.0,,new,No Data,Q4 2017,FINANCE,13F,06/30/2021,27.26,27.29
Valmont industries  inc.,VMI,"",17400.0,4107000.0,0.0051,,1755,17400.0,,new,0.0818851,Q4 2012,INDUSTRIALS,13F,06/30/2021,236.05,242.7
Kodiak sciences inc,KOD,"",44100.0,4101000.0,0.0051,0.0046,1756,11600.0,35.692308,addition,0.0860236,Q1 2021,HEALTH CARE,13F,06/30/2021,108.0266,88.9
First financial corp. (in),THFF,"",100377.0,4097000.0,0.0051,0.0064,1757,-13682.0,-11.995546,reduction,0.7415130,Q2 2014,FINANCE,13F,06/30/2021,39.48,40.94
Iaa inc,IAA,"",75100.0,4096000.0,0.0051,0.0217,1758,-241600.0,-76.286707,reduction,0.0557306,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,46.38,53.88
Viper energy partners lp,VNOM,"",217167.0,4089000.0,0.0051,0.0081,1759,-227933.0,-51.209391,reduction,0.3356157,Q4 2020,ENERGY,13F,06/30/2021,13.06,18.02
Nautilus inc,NLS,"",242500.0,4086000.0,0.0051,0.0065,1760,-89800.0,-27.023774,reduction,0.7930982,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,9.9,12.35
Spdr s&p utilities etf,XLU,"",64600.0,4085000.0,0.0051,0.0037,1761,17800.0,38.034188,addition,No Data,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,63.8168,68.68
Investors title co.,ITIC,"",23300.0,4069000.0,0.0051,0.0048,1762,-100.0,-0.42735,reduction,1.2301214,Q3 2013,FINANCE,13F,06/30/2021,113.08,187.13
Peoples bancorp  inc. (oh),PEBO,"",136879.0,4054000.0,0.0051,0.008,1763,-55821.0,-28.967826,reduction,0.6975097,Q1 2012,FINANCE,13F,06/30/2021,29.63,31.05
Eagle bancorp montana inc,EBMT,"",175379.0,4034000.0,0.005,0.0051,1764,5540.0,3.261913,addition,2.5884491,Q4 2016,FINANCE,13F,06/30/2021,21.2278,22.3
Compx international  inc. class a,CIX,"",193189.0,4013000.0,0.005,0.0045,1765,-6655.0,-3.330097,reduction,1.5578305,Q2 2006,INDUSTRIALS,13F,06/30/2021,12.93,22.29
Ishares trust - core s&p mid-cap 400 exchange traded fund,IJH,"",14900.0,4004000.0,0.005,,1766,14900.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,268.73,272.84
Intercontinental hotels group plc,IHG,"",59673.0,3980000.0,0.005,0.0032,1767,22090.0,58.776575,addition,0.0325697,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,68.0819,63.97
Spdr nuveen bloomberg barclays short ter,SHM,"",80300.0,3980000.0,0.005,,1768,80300.0,,new,No Data,Q1 2018,FINANCE,13F,06/30/2021,49.56,49.59
Corecivic inc. (corrections corp. of america),CXW,"",379203.0,3970000.0,0.005,0.0083,1769,-353800.0,-48.267197,reduction,0.3152750,Q3 2015,REAL ESTATE,13F,06/30/2021,14.25,10.72
Kimbell royalty partners lp units,KRP,"",308531.0,3965000.0,0.0049,0.0021,1770,143051.0,86.446096,addition,0.7762124,Q4 2019,ENERGY,13F,06/30/2021,10.1307,10.72
Guess inc,GES,"",150200.0,3965000.0,0.0049,,1771,150200.0,,new,0.2313482,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,26.4,22.81
Ag mortgage investment trust inc,MITT,"",308903.11,3957000.0,0.0049,0.0027,1772,130754.26,73.396073,addition,1.9921475,Q4 2015,REAL ESTATE,13F,06/30/2021,7.3139,10.46
Horizon kinetics inflation beneficiaries etf,INFL,"",131600.0,3955000.0,0.0049,,1773,131600.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,30.05,30.27
Uber technologies inc,UBER,"",78900.0,3954000.0,0.0049,,1774,78900.0,,new,0.0042399,Q2 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,50.12,42.22
Xcel energy inc. (northern states power co. (mn)),XEL,"",60000.0,3953000.0,0.0049,,1775,60000.0,,new,0.0111481,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,65.88,69.04
Schweitzer-mauduit inc.,SWM,"",97700.0,3945000.0,0.0049,0.0038,1776,35102.0,56.075274,addition,0.3110521,Q1 2012,MATERIALS,13F,06/30/2021,38.9768,38.83
Codorus valley bancorp  inc.,CVLY,"",196605.0,3940000.0,0.0049,0.0035,1777,43800.0,28.663984,addition,1.9905956,Q1 2016,FINANCE,13F,06/30/2021,21.3069,22.45
Netscout systems inc.,NTCT,"",138000.0,3939000.0,0.0049,0.0023,1778,71009.0,105.997821,addition,0.1871123,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,28.3555,27.03
Dennys corp.,DENN,"",238250.0,3929000.0,0.0049,0.0063,1779,-43608.0,-15.47162,reduction,0.3714250,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,18.11,16.45
Ishares core u.s. treasury bond etf,GOVT,"",147500.0,3924000.0,0.0049,,1780,147500.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,26.6,26.8
Lakeland financial corp.,LKFN,"",63651.0,3923000.0,0.0049,0.006,1781,-5949.0,-8.547414,reduction,0.2516754,Q4 2014,FINANCE,13F,06/30/2021,45.31,71.92
Gatx corporation (general american tank - general american transportation),GATX,"",44300.0,3919000.0,0.0049,0.0025,1782,22700.0,105.092593,addition,0.1251412,Q2 2020,INDUSTRIALS,13F,06/30/2021,90.552,93.95
Omega flex inc,OFLX,"",26680.0,3914000.0,0.0049,0.0054,1783,-920.0,-3.333333,reduction,0.2643070,Q3 2016,INDUSTRIALS,13F,06/30/2021,76.83,156.63
First trust managed municipal etf,FMB,"",68301.0,3912000.0,0.0049,0.0033,1784,20901.0,44.094937,addition,No Data,Q4 2020,FINANCE,13F,06/30/2021,56.8983,57.48
Benefitfocus inc,BNFT,"",277254.0,3909000.0,0.0049,,1785,277254.0,,new,0.8355867,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,14.1,11.49
Lcnb corp.,LCNB,"",238016.0,3896000.0,0.0049,0.0038,1786,62500.0,35.609289,addition,1.8352386,Q4 2013,FINANCE,13F,06/30/2021,17.4982,17.7
Integra lifesciences holdings corp,IART,"",57060.0,3894000.0,0.0049,,1787,57060.0,,new,0.0674872,Q2 2021,HEALTH CARE,13F,06/30/2021,68.24,71.03
Inari medical  inc.,NARI,"",41700.0,3890000.0,0.0049,,1788,41700.0,,new,0.0839447,Q2 2021,HEALTH CARE,13F,06/30/2021,93.28,71.54
Channeladvisor corp,ECOM,"",158500.0,3885000.0,0.0048,0.0032,1789,49498.0,45.410176,addition,0.5330804,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2021,22.8664,23.38
United bankshares  inc.,UBSI,"",106438.0,3885000.0,0.0048,,1790,106438.0,,new,0.0823933,Q2 2021,FINANCE,13F,06/30/2021,36.5,35.81
Kennedy-wilson holdings inc,KW,"",195400.0,3883000.0,0.0048,,1791,195400.0,,new,0.1388081,Q2 2021,REAL ESTATE,13F,06/30/2021,19.87,21.35
The community financial corp,TCFC,"",112468.0,3880000.0,0.0048,0.0037,1792,24652.0,28.072333,addition,1.9065617,Q2 2017,FINANCE,13F,06/30/2021,34.2423,38.25
Biotechne corp,TECH,"",8600.0,3872000.0,0.0048,0.0169,1793,-27052.0,-75.877931,reduction,0.0221127,Q2 2007,HEALTH CARE,13F,06/30/2021,141.8,466.94
Ames national corp,ATLO,"",157884.0,3870000.0,0.0048,0.004,1794,33600.0,27.034856,addition,1.7306629,Q4 2014,FINANCE,13F,06/30/2021,26.7771,24.0
American national bankshares inc,AMNB,"",124400.0,3868000.0,0.0048,0.006,1795,-20800.0,-14.325069,reduction,1.1366456,Q3 2013,FINANCE,13F,06/30/2021,31.3,33.1
Fedex corporation,FDX,"",12900.0,3848000.0,0.0048,,1796,12900.0,,new,0.0048616,Q4 2020,TRANSPORTS,13F,06/30/2021,298.33,277.18
United guardian inc,UG,"",255663.0,3838000.0,0.0048,0.0049,1797,-6600.0,-2.516558,reduction,5.5647638,Q2 2007,CONSUMER STAPLES,13F,06/30/2021,15.74,15.36
Concrete pumping holdings inc,BBCP,"",452600.0,3834000.0,0.0048,0.0044,1798,-23500.0,-4.935938,reduction,N/A,Q4 2020, ,13F,06/30/2021,,
Mechel pao american depositary shares adr,MTL,"",1883386.0,3823000.0,0.0048,0.003,1799,499399.0,36.084082,addition,0.9048851,Q3 2016,MATERIALS,13F,06/30/2021,2.0961,2.2
Griffin industrial realty inc,INDT,"",58089.0,3814000.0,0.0048,0.0044,1800,-971.0,-1.644091,reduction,0.7527389,Q2 2016,CONSUMER STAPLES,13F,06/30/2021,41.6,68.15
Advanced energy industries inc,AEIS,"",33822.0,3812000.0,0.0048,0.0062,1801,-11800.0,-25.864714,reduction,N/A,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2021,59.39,86.61
Valhi corp,VHI,"",156517.0,3808000.0,0.0048,0.004,1802,-1000.0,-0.634852,reduction,0.5535899,Q1 2011,MATERIALS,13F,06/30/2021,6000.41,24.24
Hailiang education group inc adr,HLG,"",94222.0,3807000.0,0.0048,0.0075,1803,-14400.0,-13.256983,reduction,0.3655132,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,67.15,36.7
W.p. carey inc,WPC,"",51000.0,3806000.0,0.0048,0.0424,1804,-431200.0,-89.423476,reduction,0.0283906,Q3 2020,FINANCE,13F,06/30/2021,70.76,78.62
Arko corp.,ARKO:TASE,"",412200.0,3788000.0,0.0047,0.0012,1805,314400.0,321.472393,addition,N/A,Q1 2021, ,13F,06/30/2021,,
Vir biotechnology  inc.,VIR,"",80102.0,3787000.0,0.0047,,1806,80102.0,,new,0.0615980,Q2 2021,HEALTH CARE,13F,06/30/2021,47.28,42.39
Trueblue inc,TBI,"",134503.0,3781000.0,0.0047,0.0016,1807,75703.0,128.746599,addition,0.3791878,Q1 2018,INDUSTRIALS,13F,06/30/2021,23.6509,26.22
Limbach holdings,LMB,"",407673.0,3775000.0,0.0047,0.0064,1808,-82798.0,-16.881324,reduction,3.9766396,Q2 2019,INDUSTRIALS,13F,06/30/2021,11.35,8.61
Sierra metals inc,SMTS,"",1248900.0,3765000.0,0.0047,0.0037,1809,301009.0,31.755655,addition,0.7641890,Q2 2020,MATERIALS,13F,06/30/2021,3.1163,2.51
Nexpoint real estate finance  inc.,NREF,"",179896.0,3758000.0,0.0047,0.0037,1810,21753.0,13.755272,addition,3.4056616,Q2 2020,REAL ESTATE,13F,06/30/2021,17.1627,23.29
Civista bancshares inc,CIVB,"",169965.0,3756000.0,0.0047,0.0055,1811,-21337.0,-11.153569,reduction,1.0879347,Q1 2013,FINANCE,13F,06/30/2021,19.2,23.81
Usio inc,USIO,"",585741.0,3749000.0,0.0047,0.0048,1812,-15000.0,-2.496916,reduction,2.3377244,Q1 2019,FINANCE,13F,06/30/2021,2.41,5.45
Parke bancorp inc,PKBK,"",191534.0,3746000.0,0.0047,0.0038,1813,39100.0,25.650445,addition,1.6108339,Q3 2016,FINANCE,13F,06/30/2021,18.597,20.8
Sendas distribuidora s.a. ads,ASAI,"",219000.0,3745000.0,0.0047,0.0059,1814,-146500.0,-40.082079,reduction,0.0816094,Q1 2021,CONSUMER STAPLES,13F,06/30/2021,13.0,16.84
Loma negra cia industrial argentina sa,LOMA,"",549598.0,3743000.0,0.0047,0.0055,1815,-150377.0,-21.483196,reduction,0.4610517,Q2 2020,INDUSTRIALS,13F,06/30/2021,5.52,7.99
Tronox ltd,TROX,"",167081.0,3743000.0,0.0047,0.0056,1816,-80319.0,-32.465238,reduction,0.1090176,Q2 2020,MATERIALS,13F,06/30/2021,13.2,18.69
Endeavour silver corp,EXK,"",610700.0,3737000.0,0.0047,0.0021,1817,271500.0,80.041274,addition,0.3597235,Q3 2010,MATERIALS,13F,06/30/2021,4.3037,4.51
Republic first bancorp. inc.,FRBK,"",933783.0,3726000.0,0.0047,0.0052,1818,-174987.0,-15.782083,reduction,1.5860897,Q2 2010,FINANCE,13F,06/30/2021,4.52,3.67
Silvercrest asset management group inc,SAMG,"",247687.0,3725000.0,0.0047,0.0045,1819,-1784.0,-0.715113,reduction,2.5644997,Q1 2014,FINANCE,13F,06/30/2021,13.84,16.13
Saga communications inc,SGA,"",171678.0,3717000.0,0.0046,0.0047,1820,499.0,0.291508,addition,3.4044506,Q3 2005,COMMUNICATIONS,13F,06/30/2021,27.7123,23.8
Innospec inc,IOSP,"",41000.0,3715000.0,0.0046,,1821,41000.0,,new,N/A,Q2 2021,MATERIALS,13F,06/30/2021,90.61,94.08
New age beverages corp,NBEV,"",1663941.0,3711000.0,0.0046,0.0009,1822,1418141.0,576.949146,addition,1.2282688,Q2 2020,CONSUMER STAPLES,13F,06/30/2021,2.2906,1.96
Identiv inc,INVE,"",217052.0,3690000.0,0.0046,0.0039,1823,-54020.0,-19.928285,reduction,0.9873453,Q2 2013,INFORMATION TECHNOLOGY,13F,06/30/2021,25.85,16.54
Jack in the box  inc,JACK,"",33100.0,3689000.0,0.0046,0.0406,1824,-264238.0,-88.867888,reduction,N/A,Q3 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,82.41,102.85
Apollo medical holdings inc,AMEH,"",58700.0,3687000.0,0.0046,0.0016,1825,10800.0,22.546973,addition,0.1067336,Q4 2020,HEALTH CARE,13F,06/30/2021,26.4648,76.54
Yext inc,YEXT,"",257800.0,3684000.0,0.0046,,1826,257800.0,,new,0.2042085,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,14.29,12.59
Alphatec holdings inc,ATEC,"",239600.0,3671000.0,0.0046,0.0024,1827,119800.0,100.0,addition,0.2458292,Q1 2013,HEALTH CARE,13F,06/30/2021,15.555,12.92
Columbia banking system  inc.,COLB,"",95006.0,3663000.0,0.0046,,1828,95006.0,,new,0.1324466,Q2 2021,FINANCE,13F,06/30/2021,38.56,37.21
Apollo endosurgery inc,APEN,"",451500.0,3657000.0,0.0046,0.0028,1829,46500.0,11.481481,addition,1.6700053,Q4 2017,HEALTH CARE,13F,06/30/2021,5.1668,8.9
Ishares msci acwi index fund,ACWI,"",36100.0,3653000.0,0.0046,,1830,36100.0,,new,No Data,Q4 2019,FINANCE,13F,06/30/2021,101.19,103.76
Heska corp,HSKA,"",15900.0,3653000.0,0.0046,0.0102,1831,-32900.0,-67.418033,reduction,0.1525191,Q4 2020,HEALTH CARE,13F,06/30/2021,166.45,261.96
Stepstone group inc.,STEP,"",106100.0,3650000.0,0.0046,,1832,106100.0,,new,0.2630409,Q2 2021,FINANCE,13F,06/30/2021,34.4,46.26
Marriot vacations worldwide corp,VAC,"",22861.0,3642000.0,0.0045,0.0035,1833,6600.0,40.58791,addition,0.0535447,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,169.8841,146.56
Rgc resources inc,RGCO,"",144343.0,3639000.0,0.0045,0.003,1834,36955.0,34.412597,addition,1.7541263,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,25.8498,24.89
Invesco s&p 500 low volatility etf,SPLV,"",59500.0,3624000.0,0.0045,,1835,59500.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,60.91,64.03
Bottomline technologies inc,EPAY,"",97742.0,3624000.0,0.0045,0.0048,1836,13000.0,15.340681,addition,0.2153484,Q2 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,42.9062,39.59
Garrett motion inc,GTX,"",453600.0,3620000.0,0.0045,,1837,453600.0,,new,0.6974595,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,7.98,7.36
Alcon inc,ALC,"",51500.0,3618000.0,0.0045,0.0031,1838,16000.0,45.070423,addition,0.0104739,Q1 2020,HEALTH CARE,13F,06/30/2021,69.7292,70.11
Hanmi financial corp.,HAFC,"",189580.0,3613000.0,0.0045,0.008,1839,-134572.0,-41.515092,reduction,0.6176319,Q1 2012,FINANCE,13F,06/30/2021,19.06,19.03
News inc. class b,NWS,"",148230.0,3609000.0,0.0045,0.01,1840,-194700.0,-56.775435,reduction,0.0742523,Q2 2016,COMMUNICATIONS,13F,06/30/2021,14.04,22.78
Tc energy corp,TRP,"",72710.0,3601000.0,0.0045,0.023,1841,-331700.0,-82.020722,reduction,0.0074292,Q1 2021,ENERGY,13F,06/30/2021,45.75,48.04
Luther burbank corp,LBC,"",303568.0,3600000.0,0.0045,0.005,1842,-38700.0,-11.306929,reduction,0.5813953,Q1 2019,FINANCE,13F,06/30/2021,10.96,13.07
Casa systems inc,CASA,"",405900.0,3600000.0,0.0045,0.006,1843,-98800.0,-19.575986,reduction,0.4779965,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,4.63,7.21
Radius global infrastructure  inc.,RADI,"",248000.0,3596000.0,0.0045,,1844,248000.0,,new,0.4051314,Q2 2021,REAL ESTATE,13F,06/30/2021,14.5,15.9
Alpine immune sciences inc,ALPN,"",398994.0,3591000.0,0.0045,0.0052,1845,2100.0,0.529109,addition,1.6683958,Q2 2017,HEALTH CARE,13F,06/30/2021,9.9251,9.25
Aptevo therapeutics inc,APVO,"",159923.0,3587000.0,0.0045,0.0079,1846,-49300.0,-23.563375,reduction,3.5941508,Q3 2017,HEALTH CARE,13F,06/30/2021,3635.38,17.0
Pdf solutions inc,PDFS,"",197300.0,3587000.0,0.0045,0.0032,1847,52376.0,36.140322,addition,0.5342572,Q1 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,18.0698,20.96
Two harbors investments corp,TWO,"",474057.0,3584000.0,0.0045,0.0224,1848,-1982001.0,-80.698461,reduction,N/A,Q4 2020,REAL ESTATE,13F,06/30/2021,6.93,6.52
Lantronix inc,LTRX,"",691864.0,3570000.0,0.0045,0.004,1849,-8348.0,-1.19221,reduction,2.3944834,Q2 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,10.02,4.88
Kingstone companies inc,KINS,"",457289.0,3567000.0,0.0045,0.0051,1850,-23900.0,-4.966863,reduction,4.2814704,Q4 2014,FINANCE,13F,06/30/2021,11.19,7.05
Intevac inc.,IVAC,"",527469.0,3555000.0,0.0044,0.0056,1851,-97808.0,-15.642347,reduction,2.1866524,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,7.73,5.09
C3ai  inc.,AI,"",56600.0,3539000.0,0.0044,,1852,56600.0,,new,0.0580920,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,62.53,49.38
Houghton mifflin harcourt co,HMHC,"",320490.0,3538000.0,0.0044,0.0161,1853,-1380210.0,-81.155407,reduction,N/A,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,6.78,14.2
First trust high yield long/short etf,HYLS,"",72800.0,3532000.0,0.0044,0.0091,1854,-77300.0,-51.499001,reduction,No Data,Q3 2018,FINANCE,13F,06/30/2021,47.31,48.26
Duck creek technologies  inc.,DCT,"",81100.0,3529000.0,0.0044,,1855,81100.0,,new,0.0616313,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,43.51,44.4
Gulf island fabrication inc,GIFI,"",779453.0,3523000.0,0.0044,0.0039,1856,-27964.0,-3.46339,reduction,5.0228737,Q2 2015,ENERGY,13F,06/30/2021,5.34,4.53
Sp plus corp,SP,"",114600.0,3506000.0,0.0044,0.0069,1857,-54600.0,-32.269504,reduction,0.4938501,Q2 2012,INDUSTRIALS,13F,06/30/2021,32.16,29.47
Sypris solutions inc,SYPR,"",941954.0,3504000.0,0.0044,0.0039,1858,-1678.0,-0.177824,reduction,4.3872456,Q4 2006,INDUSTRIALS,13F,06/30/2021,3.02,3.18
Fuel-tech  inc.,FTEK,"",1489465.0,3500000.0,0.0044,0.0051,1859,178800.0,13.64193,addition,4.9216075,Q1 2015,INDUSTRIALS,13F,06/30/2021,1.9012,1.83
Driven brands holdings inc,DRVN,"",113098.0,3497000.0,0.0044,,1860,113098.0,,new,0.0675568,Q2 2021, ,13F,06/30/2021,30.92,28.6
Ishares msci mexico capped etf,EWW,"",72600.0,3484000.0,0.0043,,1861,72600.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,47.99,49.62
National health investors  inc.,NHI,"",51900.0,3480000.0,0.0043,,1862,51900.0,,new,0.1131937,Q1 2015,REAL ESTATE,13F,06/30/2021,67.05,62.95
Luna innovations inc,LUNA,"",321198.0,3479000.0,0.0043,0.006,1863,-134900.0,-29.576977,reduction,1.0223059,Q1 2015,INDUSTRIALS,13F,06/30/2021,2.86,11.14
Universal display corp,OLED,"",15639.0,3477000.0,0.0043,,1864,15639.0,,new,0.0331759,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,222.33,196.2
Ready capital corp,RC,"",218959.0,3475000.0,0.0043,0.0145,1865,-649784.0,-74.795883,reduction,0.3074330,Q1 2021,REAL ESTATE,13F,06/30/2021,13.42,15.04
Cymabay therapeutics inc,CBAY,"",796220.0,3472000.0,0.0043,0.005,1866,-93943.0,-10.55346,reduction,1.1540127,Q3 2019,HEALTH CARE,13F,06/30/2021,4.99,3.63
Ishares msci eafe small-cap etf,SCZ,"",46800.0,3471000.0,0.0043,0.0107,1867,-72600.0,-60.80402,reduction,No Data,Q3 2020,FINANCE,13F,06/30/2021,71.84,76.8
Rimini street inc,RMNI,"",563251.0,3470000.0,0.0043,0.0079,1868,-147128.0,-20.711198,reduction,0.6605810,Q3 2018,FINANCE,13F,06/30/2021,4.32,7.69
Lawson products  inc.,LAWS,"",64800.0,3467000.0,0.0043,0.0044,1869,-3541.0,-5.18137,reduction,0.7147153,Q3 2014,INDUSTRIALS,13F,06/30/2021,31.82,53.0
Ampco-pittsburgh corp. (pittsburgh screw & bolt),AP,"",569701.0,3458000.0,0.0043,0.0055,1870,-83600.0,-12.796552,reduction,3.0212069,Q4 2011,INDUSTRIALS,13F,06/30/2021,7.87,4.83
